instant,dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category,work_hours
2983,2011-05-09,Summer,2011,May,4,0,Monday,Clear,0.42,0.4242,82.0,0.1642,0,4,4,Weekday,Terlalu Lembab,Non-Work Hours
2984,2011-05-09,Summer,2011,May,5,0,Monday,Clear,0.42,0.4242,77.0,0.1642,0,23,23,Weekday,Terlalu Lembab,Non-Work Hours
2985,2011-05-09,Summer,2011,May,6,0,Monday,Clear,0.44,0.4394,72.0,0.2537,2,87,89,Weekday,Terlalu Lembab,Non-Work Hours
2986,2011-05-09,Summer,2011,May,7,0,Monday,Clear,0.48,0.4697,63.0,0.2537,16,221,237,Weekday,Ideal,Work Hours
2987,2011-05-09,Summer,2011,May,8,0,Monday,Clear,0.52,0.5,55.00000000000001,0.2239,23,351,374,Weekday,Ideal,Work Hours
2988,2011-05-09,Summer,2011,May,9,0,Monday,Clear,0.54,0.5152,56.00000000000001,0.1642,36,142,178,Weekday,Ideal,Work Hours
2989,2011-05-09,Summer,2011,May,10,0,Monday,Clear,0.56,0.5303,52.0,0.194,24,95,119,Weekday,Ideal,Work Hours
2990,2011-05-09,Summer,2011,May,11,0,Monday,Clear,0.6,0.6212,46.0,0.2239,26,99,125,Weekday,Ideal,Work Hours
2991,2011-05-09,Summer,2011,May,12,0,Monday,Clear,0.6,0.6212,43.0,0.194,35,160,195,Weekday,Terlalu kering,Work Hours
2992,2011-05-09,Summer,2011,May,13,0,Monday,Clear,0.62,0.6212,38.0,0.2836,36,138,174,Weekday,Terlalu kering,Work Hours
2993,2011-05-09,Summer,2011,May,14,0,Monday,Clear,0.62,0.6212,41.0,0.2239,44,118,162,Weekday,Terlalu kering,Work Hours
2994,2011-05-09,Summer,2011,May,15,0,Monday,Clear,0.62,0.6212,41.0,0.2239,51,148,199,Weekday,Terlalu kering,Work Hours
2995,2011-05-09,Summer,2011,May,16,0,Monday,Clear,0.64,0.6212,38.0,0.2239,49,255,304,Weekday,Terlalu kering,Work Hours
2996,2011-05-09,Summer,2011,May,17,0,Monday,Clear,0.62,0.6212,38.0,0.2537,59,539,598,Weekday,Terlalu kering,Non-Work Hours
2997,2011-05-09,Summer,2011,May,18,0,Monday,Clear,0.62,0.6212,38.0,0.2985,66,458,524,Weekday,Terlalu kering,Non-Work Hours
2998,2011-05-09,Summer,2011,May,19,0,Monday,Clear,0.58,0.5455,43.0,0.194,45,339,384,Weekday,Terlalu kering,Non-Work Hours
2999,2011-05-09,Summer,2011,May,20,0,Monday,Clear,0.54,0.5152,49.0,0.194,25,214,239,Weekday,Ideal,Non-Work Hours
3000,2011-05-09,Summer,2011,May,21,0,Monday,Clear,0.52,0.5,59.0,0.1343,28,128,156,Weekday,Ideal,Non-Work Hours
3001,2011-05-09,Summer,2011,May,22,0,Monday,Clear,0.52,0.5,68.0,0.0896,21,95,116,Weekday,Terlalu Lembab,Non-Work Hours
3002,2011-05-09,Summer,2011,May,23,0,Monday,Clear,0.5,0.4848,68.0,0.0896,16,45,61,Weekday,Terlalu Lembab,Non-Work Hours
3003,2011-05-10,Summer,2011,May,0,0,Tuesday,Clear,0.48,0.4697,63.0,0.0,6,12,18,Weekday,Ideal,Non-Work Hours
3004,2011-05-10,Summer,2011,May,1,0,Tuesday,Clear,0.46,0.4545,59.0,0.0896,3,12,15,Weekday,Ideal,Non-Work Hours
3005,2011-05-10,Summer,2011,May,2,0,Tuesday,Clear,0.44,0.4394,57.99999999999999,0.1343,1,4,5,Weekday,Ideal,Non-Work Hours
3006,2011-05-10,Summer,2011,May,3,0,Tuesday,Clear,0.44,0.4394,54.0,0.194,1,3,4,Weekday,Ideal,Non-Work Hours
3007,2011-05-10,Summer,2011,May,4,0,Tuesday,Clear,0.42,0.4242,62.0,0.2537,0,2,2,Weekday,Ideal,Non-Work Hours
3008,2011-05-10,Summer,2011,May,5,0,Tuesday,Clear,0.4,0.4091,66.0,0.2239,1,28,29,Weekday,Terlalu Lembab,Non-Work Hours
3009,2011-05-10,Summer,2011,May,6,0,Tuesday,Clear,0.42,0.4242,67.0,0.1343,9,103,112,Weekday,Terlalu Lembab,Non-Work Hours
3010,2011-05-10,Summer,2011,May,7,0,Tuesday,Misty,0.44,0.4394,62.0,0.1343,13,301,314,Weekday,Ideal,Work Hours
3011,2011-05-10,Summer,2011,May,8,0,Tuesday,Misty,0.5,0.4848,51.0,0.1045,28,397,425,Weekday,Ideal,Work Hours
3012,2011-05-10,Summer,2011,May,9,0,Tuesday,Misty,0.52,0.5,48.0,0.1045,29,176,205,Weekday,Ideal,Work Hours
3013,2011-05-10,Summer,2011,May,10,0,Tuesday,Misty,0.56,0.5303,37.0,0.0896,27,100,127,Weekday,Terlalu kering,Work Hours
3014,2011-05-10,Summer,2011,May,11,0,Tuesday,Misty,0.56,0.5303,43.0,0.1343,17,108,125,Weekday,Terlalu kering,Work Hours
3015,2011-05-10,Summer,2011,May,12,0,Tuesday,Misty,0.6,0.6212,38.0,0.0,47,170,217,Weekday,Terlalu kering,Work Hours
3016,2011-05-10,Summer,2011,May,13,0,Tuesday,Misty,0.62,0.6212,38.0,0.2537,50,152,202,Weekday,Terlalu kering,Work Hours
3017,2011-05-10,Summer,2011,May,14,0,Tuesday,Misty,0.62,0.6212,33.0,0.0,42,134,176,Weekday,Terlalu kering,Work Hours
3018,2011-05-10,Summer,2011,May,15,0,Tuesday,Misty,0.64,0.6212,33.0,0.0896,28,152,180,Weekday,Terlalu kering,Work Hours
3019,2011-05-10,Summer,2011,May,16,0,Tuesday,Clear,0.66,0.6212,31.0,0.1045,56,271,327,Weekday,Terlalu kering,Work Hours
3020,2011-05-10,Summer,2011,May,17,0,Tuesday,Clear,0.64,0.6212,33.0,0.0,79,532,611,Weekday,Terlalu kering,Non-Work Hours
3021,2011-05-10,Summer,2011,May,18,0,Tuesday,Clear,0.64,0.6212,28.999999999999996,0.1343,70,480,550,Weekday,Terlalu kering,Non-Work Hours
3022,2011-05-10,Summer,2011,May,19,0,Tuesday,Clear,0.6,0.6212,43.0,0.2239,69,365,434,Weekday,Terlalu kering,Non-Work Hours
3023,2011-05-10,Summer,2011,May,20,0,Tuesday,Clear,0.54,0.5152,60.0,0.1343,50,241,291,Weekday,Ideal,Non-Work Hours
3024,2011-05-10,Summer,2011,May,21,0,Tuesday,Clear,0.54,0.5152,52.0,0.0,30,173,203,Weekday,Ideal,Non-Work Hours
3025,2011-05-10,Summer,2011,May,22,0,Tuesday,Clear,0.52,0.5,55.00000000000001,0.1045,29,121,150,Weekday,Ideal,Non-Work Hours
3026,2011-05-10,Summer,2011,May,23,0,Tuesday,Misty,0.52,0.5,59.0,0.1343,9,72,81,Weekday,Ideal,Non-Work Hours
3027,2011-05-11,Summer,2011,May,0,0,Wednesday,Misty,0.52,0.5,55.00000000000001,0.1343,8,30,38,Weekday,Ideal,Non-Work Hours
3028,2011-05-11,Summer,2011,May,1,0,Wednesday,Misty,0.5,0.4848,59.0,0.1045,4,16,20,Weekday,Ideal,Non-Work Hours
3029,2011-05-11,Summer,2011,May,2,0,Wednesday,Clear,0.52,0.5,59.0,0.0,6,4,10,Weekday,Ideal,Non-Work Hours
3030,2011-05-11,Summer,2011,May,3,0,Wednesday,Clear,0.5,0.4848,63.0,0.2239,0,3,3,Weekday,Ideal,Non-Work Hours
3031,2011-05-11,Summer,2011,May,4,0,Wednesday,Misty,0.48,0.4697,88.0,0.1343,0,2,2,Weekday,Terlalu Lembab,Non-Work Hours
3032,2011-05-11,Summer,2011,May,5,0,Wednesday,Clear,0.46,0.4545,88.0,0.1343,0,20,20,Weekday,Terlalu Lembab,Non-Work Hours
3033,2011-05-11,Summer,2011,May,6,0,Wednesday,Clear,0.46,0.4545,82.0,0.1343,6,93,99,Weekday,Terlalu Lembab,Non-Work Hours
3034,2011-05-11,Summer,2011,May,7,0,Wednesday,Clear,0.48,0.4697,72.0,0.194,25,293,318,Weekday,Terlalu Lembab,Work Hours
3035,2011-05-11,Summer,2011,May,8,0,Wednesday,Clear,0.48,0.4697,77.0,0.2537,21,421,442,Weekday,Terlalu Lembab,Work Hours
3036,2011-05-11,Summer,2011,May,9,0,Wednesday,Clear,0.52,0.5,72.0,0.1343,21,182,203,Weekday,Terlalu Lembab,Work Hours
3037,2011-05-11,Summer,2011,May,10,0,Wednesday,Clear,0.54,0.5152,68.0,0.0896,30,124,154,Weekday,Terlalu Lembab,Work Hours
3038,2011-05-11,Summer,2011,May,11,0,Wednesday,Clear,0.56,0.5303,64.0,0.0896,18,123,141,Weekday,Ideal,Work Hours
3039,2011-05-11,Summer,2011,May,12,0,Wednesday,Clear,0.6,0.6212,56.00000000000001,0.0,41,185,226,Weekday,Ideal,Work Hours
3040,2011-05-11,Summer,2011,May,13,0,Wednesday,Clear,0.62,0.6212,50.0,0.0,36,157,193,Weekday,Ideal,Work Hours
3041,2011-05-11,Summer,2011,May,14,0,Wednesday,Clear,0.62,0.6212,53.0,0.0896,36,141,177,Weekday,Ideal,Work Hours
3042,2011-05-11,Summer,2011,May,15,0,Wednesday,Clear,0.64,0.6212,41.0,0.0,48,131,179,Weekday,Terlalu kering,Work Hours
3043,2011-05-11,Summer,2011,May,16,0,Wednesday,Clear,0.66,0.6212,39.0,0.0,49,240,289,Weekday,Terlalu kering,Work Hours
3044,2011-05-11,Summer,2011,May,17,0,Wednesday,Clear,0.64,0.6212,47.0,0.1045,17,242,259,Weekday,Ideal,Non-Work Hours
3045,2011-05-11,Summer,2011,May,18,0,Wednesday,Clear,0.62,0.6212,50.0,0.2985,40,234,274,Weekday,Ideal,Non-Work Hours
3046,2011-05-11,Summer,2011,May,19,0,Wednesday,Clear,0.56,0.5303,52.0,0.1343,60,341,401,Weekday,Ideal,Non-Work Hours
3047,2011-05-11,Summer,2011,May,20,0,Wednesday,Clear,0.54,0.5152,64.0,0.1343,28,245,273,Weekday,Ideal,Non-Work Hours
3048,2011-05-11,Summer,2011,May,21,0,Wednesday,Clear,0.54,0.5152,60.0,0.0,32,202,234,Weekday,Ideal,Non-Work Hours
3049,2011-05-11,Summer,2011,May,22,0,Wednesday,Clear,0.5,0.4848,72.0,0.2537,12,134,146,Weekday,Terlalu Lembab,Non-Work Hours
3050,2011-05-11,Summer,2011,May,23,0,Wednesday,Clear,0.46,0.4545,88.0,0.2537,12,69,81,Weekday,Terlalu Lembab,Non-Work Hours
3051,2011-05-12,Summer,2011,May,0,0,Thursday,Misty,0.46,0.4545,88.0,0.2239,5,39,44,Weekday,Terlalu Lembab,Non-Work Hours
3052,2011-05-12,Summer,2011,May,1,0,Thursday,Clear,0.46,0.4545,88.0,0.2239,1,16,17,Weekday,Terlalu Lembab,Non-Work Hours
3053,2011-05-12,Summer,2011,May,2,0,Thursday,Clear,0.44,0.4394,94.0,0.194,1,14,15,Weekday,Terlalu Lembab,Non-Work Hours
3054,2011-05-12,Summer,2011,May,3,0,Thursday,Clear,0.44,0.4394,88.0,0.1343,0,5,5,Weekday,Terlalu Lembab,Non-Work Hours
3055,2011-05-12,Summer,2011,May,4,0,Thursday,Clear,0.42,0.4242,94.0,0.0,1,5,6,Weekday,Terlalu Lembab,Non-Work Hours
3056,2011-05-12,Summer,2011,May,5,0,Thursday,Clear,0.42,0.4242,94.0,0.1343,2,27,29,Weekday,Terlalu Lembab,Non-Work Hours
3057,2011-05-12,Summer,2011,May,6,0,Thursday,Clear,0.44,0.4394,88.0,0.0,9,103,112,Weekday,Terlalu Lembab,Non-Work Hours
3058,2011-05-12,Summer,2011,May,7,0,Thursday,Clear,0.46,0.4545,88.0,0.1343,14,283,297,Weekday,Terlalu Lembab,Work Hours
3059,2011-05-12,Summer,2011,May,8,0,Thursday,Clear,0.48,0.4697,82.0,0.194,27,394,421,Weekday,Terlalu Lembab,Work Hours
3060,2011-05-12,Summer,2011,May,9,0,Thursday,Misty,0.5,0.4848,77.0,0.2836,21,191,212,Weekday,Terlalu Lembab,Work Hours
3061,2011-05-12,Summer,2011,May,10,0,Thursday,Misty,0.54,0.5152,68.0,0.2239,28,119,147,Weekday,Terlalu Lembab,Work Hours
3062,2011-05-12,Summer,2011,May,11,0,Thursday,Clear,0.58,0.5455,60.0,0.2239,43,136,179,Weekday,Ideal,Work Hours
3063,2011-05-12,Summer,2011,May,12,0,Thursday,Clear,0.58,0.5455,60.0,0.2239,43,164,207,Weekday,Ideal,Work Hours
3064,2011-05-12,Summer,2011,May,13,0,Thursday,Misty,0.62,0.6212,56.99999999999999,0.2985,48,170,218,Weekday,Ideal,Work Hours
3065,2011-05-12,Summer,2011,May,14,0,Thursday,Misty,0.62,0.6061,61.0,0.2239,43,148,191,Weekday,Ideal,Work Hours
3066,2011-05-12,Summer,2011,May,15,0,Thursday,Misty,0.64,0.6212,53.0,0.2537,54,163,217,Weekday,Ideal,Work Hours
3067,2011-05-12,Summer,2011,May,16,0,Thursday,Misty,0.64,0.6212,56.99999999999999,0.2537,50,238,288,Weekday,Ideal,Work Hours
3068,2011-05-12,Summer,2011,May,17,0,Thursday,Misty,0.64,0.6212,56.99999999999999,0.194,54,540,594,Weekday,Ideal,Non-Work Hours
3069,2011-05-12,Summer,2011,May,18,0,Thursday,Clear,0.62,0.6061,69.0,0.2239,64,463,527,Weekday,Terlalu Lembab,Non-Work Hours
3070,2011-05-12,Summer,2011,May,19,0,Thursday,Misty,0.6,0.6061,64.0,0.194,59,305,364,Weekday,Ideal,Non-Work Hours
3071,2011-05-12,Summer,2011,May,20,0,Thursday,Clear,0.6,0.6061,64.0,0.194,56,220,276,Weekday,Ideal,Non-Work Hours
3072,2011-05-12,Summer,2011,May,21,0,Thursday,Clear,0.56,0.5303,83.0,0.1343,31,192,223,Weekday,Terlalu Lembab,Non-Work Hours
3073,2011-05-12,Summer,2011,May,22,0,Thursday,Clear,0.54,0.5152,83.0,0.194,25,147,172,Weekday,Terlalu Lembab,Non-Work Hours
3074,2011-05-12,Summer,2011,May,23,0,Thursday,Misty,0.54,0.5152,77.0,0.194,16,87,103,Weekday,Terlalu Lembab,Non-Work Hours
3075,2011-05-13,Summer,2011,May,0,0,Friday,Misty,0.52,0.5,83.0,0.1642,6,46,52,Weekday,Terlalu Lembab,Non-Work Hours
3076,2011-05-13,Summer,2011,May,1,0,Friday,Clear,0.52,0.5,83.0,0.1642,5,15,20,Weekday,Terlalu Lembab,Non-Work Hours
3077,2011-05-13,Summer,2011,May,2,0,Friday,Misty,0.5,0.4848,88.0,0.1343,3,8,11,Weekday,Terlalu Lembab,Non-Work Hours
3078,2011-05-13,Summer,2011,May,3,0,Friday,Misty,0.5,0.4848,88.0,0.1343,2,2,4,Weekday,Terlalu Lembab,Non-Work Hours
3079,2011-05-13,Summer,2011,May,4,0,Friday,Light_rainsnow,0.5,0.4848,88.0,0.1642,2,3,5,Weekday,Terlalu Lembab,Non-Work Hours
3080,2011-05-13,Summer,2011,May,5,0,Friday,Misty,0.5,0.4848,88.0,0.194,1,24,25,Weekday,Terlalu Lembab,Non-Work Hours
3081,2011-05-13,Summer,2011,May,6,0,Friday,Light_rainsnow,0.5,0.4848,88.0,0.1343,6,76,82,Weekday,Terlalu Lembab,Non-Work Hours
3082,2011-05-13,Summer,2011,May,7,0,Friday,Light_rainsnow,0.5,0.4848,88.0,0.1642,16,141,157,Weekday,Terlalu Lembab,Work Hours
3083,2011-05-13,Summer,2011,May,8,0,Friday,Misty,0.5,0.4848,88.0,0.194,26,361,387,Weekday,Terlalu Lembab,Work Hours
3084,2011-05-13,Summer,2011,May,9,0,Friday,Misty,0.5,0.4848,88.0,0.194,18,215,233,Weekday,Terlalu Lembab,Work Hours
3085,2011-05-13,Summer,2011,May,10,0,Friday,Misty,0.52,0.5,83.0,0.1343,31,99,130,Weekday,Terlalu Lembab,Work Hours
3086,2011-05-13,Summer,2011,May,11,0,Friday,Misty,0.52,0.5,83.0,0.1642,56,90,146,Weekday,Terlalu Lembab,Work Hours
3087,2011-05-13,Summer,2011,May,12,0,Friday,Misty,0.52,0.5,88.0,0.194,53,170,223,Weekday,Terlalu Lembab,Work Hours
3088,2011-05-13,Summer,2011,May,13,0,Friday,Misty,0.52,0.5,88.0,0.3881,69,157,226,Weekday,Terlalu Lembab,Work Hours
3089,2011-05-13,Summer,2011,May,14,0,Friday,Misty,0.52,0.5,87.0,0.2836,70,120,190,Weekday,Terlalu Lembab,Work Hours
3090,2011-05-13,Summer,2011,May,15,0,Friday,Misty,0.52,0.5,88.0,0.1642,56,142,198,Weekday,Terlalu Lembab,Work Hours
3091,2011-05-13,Summer,2011,May,16,0,Friday,Misty,0.52,0.5,88.0,0.1343,44,256,300,Weekday,Terlalu Lembab,Work Hours
3092,2011-05-13,Summer,2011,May,17,0,Friday,Light_rainsnow,0.52,0.5,88.0,0.1642,62,429,491,Weekday,Terlalu Lembab,Non-Work Hours
3093,2011-05-13,Summer,2011,May,18,0,Friday,Light_rainsnow,0.52,0.5,88.0,0.1642,39,359,398,Weekday,Terlalu Lembab,Non-Work Hours
3094,2011-05-13,Summer,2011,May,19,0,Friday,Misty,0.52,0.5,83.0,0.194,25,245,270,Weekday,Terlalu Lembab,Non-Work Hours
3095,2011-05-13,Summer,2011,May,20,0,Friday,Misty,0.52,0.5,83.0,0.1343,22,130,152,Weekday,Terlalu Lembab,Non-Work Hours
3096,2011-05-13,Summer,2011,May,21,0,Friday,Misty,0.52,0.5,84.0,0.1642,24,130,154,Weekday,Terlalu Lembab,Non-Work Hours
3097,2011-05-13,Summer,2011,May,22,0,Friday,Misty,0.52,0.5,83.0,0.2239,25,107,132,Weekday,Terlalu Lembab,Non-Work Hours
3098,2011-05-13,Summer,2011,May,23,0,Friday,Light_rainsnow,0.5,0.4848,88.0,0.1642,31,88,119,Weekday,Terlalu Lembab,Non-Work Hours
3099,2011-05-14,Summer,2011,May,0,0,Saturday,Misty,0.5,0.4848,88.0,0.1343,24,78,102,Weekend,Terlalu Lembab,Non-Work Hours
3100,2011-05-14,Summer,2011,May,1,0,Saturday,Misty,0.5,0.4848,88.0,0.1343,18,64,82,Weekend,Terlalu Lembab,Non-Work Hours
3101,2011-05-14,Summer,2011,May,2,0,Saturday,Misty,0.5,0.4848,88.0,0.1343,15,37,52,Weekend,Terlalu Lembab,Non-Work Hours
3102,2011-05-14,Summer,2011,May,3,0,Saturday,Misty,0.5,0.4848,88.0,0.1343,5,30,35,Weekend,Terlalu Lembab,Non-Work Hours
3103,2011-05-14,Summer,2011,May,4,0,Saturday,Misty,0.5,0.4848,82.0,0.1642,1,4,5,Weekend,Terlalu Lembab,Non-Work Hours
3104,2011-05-14,Summer,2011,May,5,0,Saturday,Misty,0.5,0.4848,82.0,0.1045,7,7,14,Weekend,Terlalu Lembab,Non-Work Hours
3105,2011-05-14,Summer,2011,May,6,0,Saturday,Misty,0.5,0.4848,88.0,0.1045,2,9,11,Weekend,Terlalu Lembab,Non-Work Hours
3106,2011-05-14,Summer,2011,May,7,0,Saturday,Light_rainsnow,0.48,0.4697,100.0,0.0,4,28,32,Weekend,Terlalu Lembab,Work Hours
3107,2011-05-14,Summer,2011,May,8,0,Saturday,Light_rainsnow,0.5,0.4848,94.0,0.0,16,72,88,Weekend,Terlalu Lembab,Work Hours
3108,2011-05-14,Summer,2011,May,9,0,Saturday,Misty,0.52,0.5,94.0,0.0896,14,86,100,Weekend,Terlalu Lembab,Work Hours
3109,2011-05-14,Summer,2011,May,10,0,Saturday,Misty,0.52,0.5,94.0,0.1642,34,133,167,Weekend,Terlalu Lembab,Work Hours
3110,2011-05-14,Summer,2011,May,11,0,Saturday,Misty,0.52,0.5,94.0,0.1343,72,207,279,Weekend,Terlalu Lembab,Work Hours
3111,2011-05-14,Summer,2011,May,12,0,Saturday,Light_rainsnow,0.52,0.5,100.0,0.0896,75,204,279,Weekend,Terlalu Lembab,Work Hours
3112,2011-05-14,Summer,2011,May,13,0,Saturday,Light_rainsnow,0.52,0.5,100.0,0.0896,68,180,248,Weekend,Terlalu Lembab,Work Hours
3113,2011-05-14,Summer,2011,May,14,0,Saturday,Misty,0.54,0.5152,94.0,0.1343,57,159,216,Weekend,Terlalu Lembab,Work Hours
3114,2011-05-14,Summer,2011,May,15,0,Saturday,Misty,0.54,0.5152,94.0,0.1642,73,221,294,Weekend,Terlalu Lembab,Work Hours
3115,2011-05-14,Summer,2011,May,16,0,Saturday,Misty,0.54,0.5152,94.0,0.194,107,188,295,Weekend,Terlalu Lembab,Work Hours
3116,2011-05-14,Summer,2011,May,17,0,Saturday,Misty,0.56,0.5303,88.0,0.194,78,194,272,Weekend,Terlalu Lembab,Non-Work Hours
3117,2011-05-14,Summer,2011,May,18,0,Saturday,Misty,0.56,0.5303,88.0,0.2239,88,216,304,Weekend,Terlalu Lembab,Non-Work Hours
3118,2011-05-14,Summer,2011,May,19,0,Saturday,Light_rainsnow,0.54,0.5152,94.0,0.1343,69,179,248,Weekend,Terlalu Lembab,Non-Work Hours
3119,2011-05-14,Summer,2011,May,20,0,Saturday,Light_rainsnow,0.54,0.5152,94.0,0.1343,42,115,157,Weekend,Terlalu Lembab,Non-Work Hours
3120,2011-05-14,Summer,2011,May,21,0,Saturday,Light_rainsnow,0.54,0.5152,94.0,0.2239,15,44,59,Weekend,Terlalu Lembab,Non-Work Hours
3121,2011-05-14,Summer,2011,May,22,0,Saturday,Light_rainsnow,0.54,0.5152,94.0,0.1642,7,19,26,Weekend,Terlalu Lembab,Non-Work Hours
3122,2011-05-14,Summer,2011,May,23,0,Saturday,Light_rainsnow,0.52,0.5,100.0,0.194,11,33,44,Weekend,Terlalu Lembab,Non-Work Hours
3123,2011-05-15,Summer,2011,May,0,0,Sunday,Misty,0.52,0.5,100.0,0.0,5,34,39,Weekend,Terlalu Lembab,Non-Work Hours
3124,2011-05-15,Summer,2011,May,1,0,Sunday,Misty,0.52,0.5,100.0,0.1045,4,43,47,Weekend,Terlalu Lembab,Non-Work Hours
3125,2011-05-15,Summer,2011,May,2,0,Sunday,Misty,0.52,0.5,100.0,0.1343,13,37,50,Weekend,Terlalu Lembab,Non-Work Hours
3126,2011-05-15,Summer,2011,May,3,0,Sunday,Misty,0.52,0.5,100.0,0.0,11,21,32,Weekend,Terlalu Lembab,Non-Work Hours
3127,2011-05-15,Summer,2011,May,4,0,Sunday,Misty,0.52,0.5,100.0,0.0,5,8,13,Weekend,Terlalu Lembab,Non-Work Hours
3128,2011-05-15,Summer,2011,May,5,0,Sunday,Light_rainsnow,0.52,0.5,100.0,0.1045,3,11,14,Weekend,Terlalu Lembab,Non-Work Hours
3129,2011-05-15,Summer,2011,May,6,0,Sunday,Misty,0.52,0.5,100.0,0.1343,3,14,17,Weekend,Terlalu Lembab,Non-Work Hours
3130,2011-05-15,Summer,2011,May,7,0,Sunday,Misty,0.52,0.5,100.0,0.1343,4,38,42,Weekend,Terlalu Lembab,Work Hours
3131,2011-05-15,Summer,2011,May,8,0,Sunday,Misty,0.54,0.5152,94.0,0.1343,24,46,70,Weekend,Terlalu Lembab,Work Hours
3132,2011-05-15,Summer,2011,May,9,0,Sunday,Clear,0.58,0.5455,83.0,0.2537,36,98,134,Weekend,Terlalu Lembab,Work Hours
3133,2011-05-15,Summer,2011,May,10,0,Sunday,Clear,0.58,0.5455,83.0,0.2239,73,153,226,Weekend,Terlalu Lembab,Work Hours
3134,2011-05-15,Summer,2011,May,11,0,Sunday,Clear,0.6,0.5758,78.0,0.2239,120,202,322,Weekend,Terlalu Lembab,Work Hours
3135,2011-05-15,Summer,2011,May,12,0,Sunday,Clear,0.62,0.5909,73.0,0.2985,120,247,367,Weekend,Terlalu Lembab,Work Hours
3136,2011-05-15,Summer,2011,May,13,0,Sunday,Clear,0.62,0.5909,73.0,0.2836,195,261,456,Weekend,Terlalu Lembab,Work Hours
3137,2011-05-15,Summer,2011,May,14,0,Sunday,Clear,0.64,0.6061,73.0,0.194,183,254,437,Weekend,Terlalu Lembab,Work Hours
3138,2011-05-15,Summer,2011,May,15,0,Sunday,Clear,0.66,0.6212,69.0,0.2537,206,253,459,Weekend,Terlalu Lembab,Work Hours
3139,2011-05-15,Summer,2011,May,16,0,Sunday,Clear,0.64,0.6061,69.0,0.2537,158,282,440,Weekend,Terlalu Lembab,Work Hours
3140,2011-05-15,Summer,2011,May,17,0,Sunday,Light_rainsnow,0.56,0.5303,78.0,0.3582,137,255,392,Weekend,Terlalu Lembab,Non-Work Hours
3141,2011-05-15,Summer,2011,May,18,0,Sunday,Clear,0.56,0.5303,78.0,0.2537,60,177,237,Weekend,Terlalu Lembab,Non-Work Hours
3142,2011-05-15,Summer,2011,May,19,0,Sunday,Clear,0.56,0.5303,83.0,0.1045,78,153,231,Weekend,Terlalu Lembab,Non-Work Hours
3143,2011-05-15,Summer,2011,May,20,0,Sunday,Clear,0.54,0.5152,88.0,0.0,53,138,191,Weekend,Terlalu Lembab,Non-Work Hours
3144,2011-05-15,Summer,2011,May,21,0,Sunday,Clear,0.54,0.5152,88.0,0.0,44,107,151,Weekend,Terlalu Lembab,Non-Work Hours
3145,2011-05-15,Summer,2011,May,22,0,Sunday,Clear,0.56,0.5303,83.0,0.0,29,88,117,Weekend,Terlalu Lembab,Non-Work Hours
3146,2011-05-15,Summer,2011,May,23,0,Sunday,Clear,0.54,0.5152,88.0,0.2239,18,51,69,Weekend,Terlalu Lembab,Non-Work Hours
3147,2011-05-16,Summer,2011,May,0,0,Monday,Clear,0.52,0.5,94.0,0.1045,17,21,38,Weekday,Terlalu Lembab,Non-Work Hours
3148,2011-05-16,Summer,2011,May,1,0,Monday,Clear,0.52,0.5,94.0,0.1343,6,8,14,Weekday,Terlalu Lembab,Non-Work Hours
3149,2011-05-16,Summer,2011,May,2,0,Monday,Clear,0.5,0.4848,100.0,0.0896,4,9,13,Weekday,Terlalu Lembab,Non-Work Hours
3150,2011-05-16,Summer,2011,May,3,0,Monday,Clear,0.5,0.4848,94.0,0.1642,1,3,4,Weekday,Terlalu Lembab,Non-Work Hours
3151,2011-05-16,Summer,2011,May,4,0,Monday,Clear,0.5,0.4848,100.0,0.1343,1,5,6,Weekday,Terlalu Lembab,Non-Work Hours
3152,2011-05-16,Summer,2011,May,5,0,Monday,Clear,0.5,0.4848,93.0,0.194,1,20,21,Weekday,Terlalu Lembab,Non-Work Hours
3153,2011-05-16,Summer,2011,May,6,0,Monday,Clear,0.52,0.5,88.0,0.1642,11,93,104,Weekday,Terlalu Lembab,Non-Work Hours
3154,2011-05-16,Summer,2011,May,7,0,Monday,Clear,0.52,0.5,83.0,0.2836,27,245,272,Weekday,Terlalu Lembab,Work Hours
3155,2011-05-16,Summer,2011,May,8,0,Monday,Clear,0.56,0.5303,73.0,0.2985,28,366,394,Weekday,Terlalu Lembab,Work Hours
3156,2011-05-16,Summer,2011,May,9,0,Monday,Clear,0.6,0.5909,69.0,0.194,38,156,194,Weekday,Terlalu Lembab,Work Hours
3157,2011-05-16,Summer,2011,May,10,0,Monday,Clear,0.62,0.6061,65.0,0.0896,37,75,112,Weekday,Terlalu Lembab,Work Hours
3158,2011-05-16,Summer,2011,May,11,0,Monday,Clear,0.64,0.6212,56.99999999999999,0.0,56,129,185,Weekday,Ideal,Work Hours
3159,2011-05-16,Summer,2011,May,12,0,Monday,Clear,0.66,0.6212,54.0,0.0896,72,137,209,Weekday,Ideal,Work Hours
3160,2011-05-16,Summer,2011,May,13,0,Monday,Clear,0.68,0.6364,51.0,0.0,61,153,214,Weekday,Ideal,Work Hours
3161,2011-05-16,Summer,2011,May,14,0,Monday,Clear,0.68,0.6364,51.0,0.0,76,117,193,Weekday,Ideal,Work Hours
3162,2011-05-16,Summer,2011,May,15,0,Monday,Clear,0.72,0.6667,51.0,0.0,55,110,165,Weekday,Ideal,Work Hours
